Date,BUDAPEST,BARANYA,BACS,BEKES,BORSOD,CSONGRAD,FEJER,GYOR,HAJDU,HEVES,JASZ,KOMAROM,NOGRAD,PEST,SOMOGY,SZABOLCS,TOLNA,VAS,VESZPREM,ZALA,456,100,500,198,132,409,163,89,82,357,111,292,386,376,504,189,502,21,396,156,315,224,437,45,126,79,178,475,44
24/10/2011,103.0,2.0,11.0,1.0,10.0,71.0,16.0,22.0,24.0,7.0,1.0,18.0,25.0,17.0,9.0,16.0,2.0,72.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2011,31.0,10.0,11.0,3.0,25.0,8.0,2.0,24.0,12.0,42.0,5.0,19.0,3.0,12.0,5.0,3.0,3.0,4.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2011,,2.0,11.0,1.0,10.0,71.0,16.0,22.0,24.0,7.0,1.0,18.0,25.0,17.0,9.0,16.0,2.0,72.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2011,44.0,12.0,22.0,0.0,7.0,88.0,17.0,68.0,35.0,15.0,16.0,22.0,32.0,33.0,18.0,26.0,12.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2011,91.0,16.0,42.0,28.0,41.0,50.0,17.0,36.0,41.0,37.0,0.0,25.0,16.0,71.0,17.0,2.0,5.0,5.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2011,83.0,16.0,28.0,5.0,52.0,24.0,12.0,44.0,22.0,47.0,12.0,27.0,24.0,64.0,36.0,19.0,12.0,21.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2011,111.0,30.0,63.0,12.0,44.0,5.0,12.0,31.0,19.0,33.0,21.0,12.0,35.0,66.0,31.0,83.0,2.0,30.0,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2011,91.0,40.0,86.0,19.0,31.0,15.0,40.0,50.0,17.0,29.0,25.0,20.0,58.0,100.0,22.0,41.0,8.0,30.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2011,163.0,42.0,41.0,11.0,86.0,7.0,20.0,27.0,32.0,58.0,28.0,12.0,43.0,92.0,85.0,36.0,4.0,23.0,82.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2011,28.0,52.0,32.0,1.0,81.0,27.0,68.0,27.0,39.0,37.0,27.0,19.0,62.0,53.0,16.0,16.0,1.0,28.0,14.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2012,106.0,36.0,140.0,12.0,77.0,20.0,36.0,73.0,41.0,87.0,39.0,34.0,45.0,179.0,85.0,12.0,4.0,63.0,63.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2012,291.0,41.0,86.0,11.0,248.0,20.0,101.0,64.0,72.0,66.0,39.0,27.0,38.0,118.0,41.0,13.0,3.0,50.0,30.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2012,185.0,91.0,41.0,11.0,36.0,2.0,21.0,124.0,20.0,43.0,19.0,31.0,45.0,184.0,27.0,20.0,2.0,5.0,61.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2012,197.0,48.0,44.0,16.0,218.0,157.0,46.0,75.0,30.0,41.0,18.0,8.0,88.0,114.0,40.0,21.0,2.0,55.0,66.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2012,147.0,18.0,61.0,8.0,58.0,53.0,63.0,38.0,32.0,23.0,26.0,24.0,30.0,96.0,47.0,15.0,6.0,31.0,32.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2012,192.0,29.0,38.0,16.0,55.0,37.0,56.0,69.0,43.0,43.0,13.0,39.0,76.0,144.0,30.0,11.0,8.0,36.0,90.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2012,190.0,37.0,121.0,7.0,113.0,41.0,92.0,53.0,25.0,104.0,13.0,18.0,30.0,100.0,53.0,15.0,2.0,44.0,73.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2012,147.0,20.0,66.0,4.0,122.0,29.0,64.0,68.0,58.0,66.0,29.0,42.0,52.0,170.0,36.0,23.0,1.0,39.0,65.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2012,131.0,37.0,69.0,3.0,59.0,42.0,104.0,44.0,46.0,50.0,12.0,35.0,65.0,98.0,45.0,3.0,0.0,51.0,45.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2012,149.0,43.0,47.0,1.0,66.0,17.0,60.0,68.0,49.0,27.0,13.0,34.0,41.0,98.0,24.0,16.0,6.0,59.0,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2012,99.0,6.0,16.0,7.0,46.0,9.0,68.0,63.0,19.0,23.0,22.0,24.0,15.0,98.0,25.0,0.0,0.0,47.0,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2012,,38.0,119.0,6.0,124.0,74.0,116.0,69.0,95.0,87.0,10.0,22.0,76.0,86.0,84.0,31.0,2.0,39.0,67.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2012,146.0,28.0,49.0,3.0,74.0,40.0,83.0,86.0,60.0,39.0,22.0,59.0,22.0,89.0,46.0,47.0,1.0,48.0,57.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2012,182.0,21.0,67.0,3.0,73.0,81.0,64.0,46.0,45.0,55.0,13.0,18.0,27.0,77.0,56.0,7.0,15.0,27.0,45.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2012,68.0,14.0,50.0,2.0,8.0,48.0,41.0,140.0,50.0,25.0,14.0,16.0,22.0,91.0,17.0,27.0,10.0,35.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2012,180.0,27.0,90.0,15.0,134.0,39.0,79.0,76.0,41.0,76.0,27.0,23.0,20.0,107.0,38.0,67.0,13.0,43.0,52.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2012,142.0,24.0,31.0,5.0,88.0,41.0,79.0,48.0,41.0,71.0,10.0,12.0,21.0,86.0,28.0,45.0,4.0,23.0,23.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2012,80.0,2.0,26.0,2.0,33.0,3.0,43.0,68.0,35.0,17.0,14.0,13.0,2.0,32.0,21.0,7.0,2.0,14.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2012,194.0,11.0,77.0,8.0,81.0,40.0,104.0,81.0,65.0,19.0,58.0,28.0,37.0,70.0,84.0,74.0,19.0,56.0,48.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2012,286.0,16.0,77.0,14.0,26.0,34.0,67.0,79.0,87.0,32.0,15.0,29.0,14.0,131.0,53.0,41.0,2.0,26.0,39.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2012,129.0,11.0,49.0,21.0,26.0,18.0,119.0,102.0,53.0,44.0,45.0,33.0,22.0,104.0,60.0,23.0,25.0,18.0,23.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2012,,2.0,43.0,8.0,150.0,9.0,60.0,82.0,51.0,12.0,14.0,7.0,14.0,131.0,56.0,36.0,10.0,18.0,36.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2012,199.0,16.0,127.0,3.0,128.0,22.0,64.0,84.0,105.0,19.0,48.0,45.0,20.0,93.0,40.0,48.0,12.0,37.0,34.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2012,120.0,7.0,53.0,3.0,105.0,17.0,52.0,65.0,49.0,52.0,40.0,12.0,36.0,140.0,40.0,15.0,6.0,58.0,29.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2012,151.0,7.0,34.0,9.0,161.0,21.0,72.0,68.0,52.0,54.0,38.0,25.0,8.0,113.0,32.0,13.0,8.0,44.0,33.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2012,88.0,11.0,26.0,3.0,127.0,7.0,23.0,64.0,67.0,22.0,10.0,5.0,36.0,38.0,32.0,56.0,13.0,5.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2012,87.0,14.0,53.0,5.0,34.0,10.0,61.0,45.0,37.0,12.0,13.0,19.0,9.0,107.0,26.0,4.0,11.0,29.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2012,67.0,7.0,40.0,2.0,75.0,6.0,16.0,34.0,20.0,9.0,14.0,9.0,4.0,113.0,11.0,32.0,1.0,38.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2012,52.0,11.0,39.0,12.0,28.0,7.0,18.0,16.0,8.0,4.0,36.0,3.0,13.0,31.0,7.0,13.0,2.0,4.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2012,65.0,2.0,11.0,9.0,19.0,3.0,2.0,6.0,24.0,7.0,1.0,2.0,1.0,24.0,7.0,9.0,0.0,27.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2012,6.0,6.0,7.0,20.0,8.0,1.0,5.0,6.0,11.0,1.0,4.0,1.0,3.0,30.0,3.0,9.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2012,,2.0,0.0,6.0,4.0,0.0,3.0,2.0,3.0,2.0,5.0,3.0,0.0,8.0,1.0,3.0,1.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2012,18.0,0.0,6.0,9.0,14.0,12.0,3.0,1.0,0.0,3.0,6.0,1.0,2.0,9.0,5.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2012,3.0,0.0,4.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2012,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,6.0,0.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2012,13.0,4.0,0.0,6.0,6.0,0.0,4.0,2.0,21.0,1.0,3.0,1.0,0.0,12.0,7.0,1.0,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2012,9.0,1.0,8.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,11.0,0.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2012,4.0,3.0,5.0,0.0,7.0,1.0,3.0,6.0,1.0,8.0,2.0,0.0,11.0,8.0,1.0,1.0,3.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2012,8.0,2.0,0.0,2.0,5.0,0.0,0.0,8.0,1.0,17.0,0.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2012,12.0,12.0,12.0,0.0,17.0,0.0,18.0,4.0,0.0,1.0,3.0,5.0,0.0,18.0,2.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2012,13.0,12.0,0.0,3.0,13.0,0.0,5.0,6.0,10.0,1.0,2.0,1.0,0.0,12.0,1.0,26.0,8.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2012,31.0,11.0,7.0,10.0,19.0,16.0,30.0,21.0,10.0,8.0,10.0,1.0,0.0,23.0,0.0,4.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2012,35.0,11.0,8.0,30.0,18.0,8.0,12.0,13.0,11.0,0.0,1.0,12.0,37.0,16.0,2.0,14.0,11.0,0.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2012,8.0,3.0,1.0,21.0,44.0,0.0,3.0,13.0,7.0,4.0,1.0,6.0,26.0,44.0,2.0,9.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2012,,9.0,9.0,32.0,13.0,19.0,38.0,21.0,7.0,0.0,28.0,18.0,68.0,44.0,14.0,35.0,7.0,3.0,30.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2012,77.0,12.0,4.0,34.0,56.0,31.0,12.0,30.0,10.0,20.0,43.0,10.0,30.0,72.0,9.0,22.0,20.0,11.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2012,21.0,8.0,3.0,25.0,55.0,8.0,16.0,12.0,8.0,2.0,15.0,14.0,26.0,54.0,16.0,2.0,8.0,3.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2012,104.0,14.0,6.0,59.0,84.0,1.0,25.0,39.0,43.0,24.0,46.0,12.0,47.0,65.0,15.0,10.0,19.0,10.0,24.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2012,105.0,9.0,8.0,24.0,20.0,28.0,14.0,19.0,31.0,20.0,15.0,9.0,21.0,69.0,54.0,23.0,26.0,1.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,92.0,18.0,18.0,54.0,13.0,47.0,45.0,55.0,66.0,2.0,47.0,12.0,13.0,107.0,14.0,12.0,12.0,3.0,49.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2012,192.0,37.0,18.0,22.0,122.0,8.0,19.0,20.0,58.0,3.0,13.0,1.0,13.0,90.0,17.0,15.0,20.0,3.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2012,2.0,11.0,6.0,25.0,2.0,24.0,15.0,22.0,41.0,0.0,20.0,8.0,0.0,9.0,43.0,3.0,27.0,4.0,31.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2012,67.0,47.0,7.0,35.0,77.0,0.0,15.0,47.0,120.0,28.0,25.0,0.0,22.0,129.0,66.0,65.0,32.0,5.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2013,283.0,34.0,8.0,61.0,156.0,57.0,92.0,93.0,115.0,17.0,35.0,21.0,28.0,156.0,89.0,45.0,48.0,19.0,68.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2013,135.0,54.0,28.0,22.0,50.0,1.0,22.0,40.0,113.0,28.0,74.0,14.0,58.0,240.0,33.0,13.0,31.0,30.0,55.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2013,129.0,22.0,5.0,20.0,47.0,47.0,36.0,56.0,74.0,9.0,60.0,3.0,35.0,190.0,48.0,7.0,54.0,9.0,60.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2013,203.0,34.0,20.0,46.0,84.0,67.0,29.0,36.0,107.0,44.0,48.0,11.0,33.0,166.0,31.0,7.0,50.0,35.0,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2013,152.0,194.0,6.0,23.0,90.0,55.0,27.0,40.0,39.0,25.0,18.0,19.0,76.0,138.0,53.0,3.0,40.0,28.0,42.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2013,107.0,66.0,33.0,55.0,63.0,35.0,24.0,31.0,113.0,22.0,35.0,9.0,20.0,128.0,36.0,16.0,13.0,58.0,81.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2013,185.0,29.0,13.0,32.0,45.0,12.0,38.0,42.0,51.0,32.0,38.0,2.0,50.0,239.0,35.0,29.0,54.0,27.0,65.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2013,110.0,185.0,47.0,39.0,84.0,49.0,18.0,47.0,89.0,29.0,48.0,19.0,38.0,196.0,61.0,30.0,29.0,27.0,65.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2013,138.0,51.0,11.0,27.0,53.0,9.0,21.0,31.0,69.0,36.0,51.0,1.0,23.0,108.0,32.0,20.0,90.0,16.0,29.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2013,100.0,81.0,39.0,15.0,66.0,1.0,29.0,41.0,62.0,31.0,59.0,0.0,32.0,160.0,86.0,55.0,71.0,13.0,54.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2013,228.0,68.0,41.0,65.0,77.0,27.0,23.0,55.0,70.0,28.0,59.0,18.0,51.0,131.0,29.0,7.0,38.0,48.0,43.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2013,130.0,110.0,12.0,50.0,107.0,8.0,10.0,38.0,180.0,42.0,90.0,46.0,23.0,331.0,96.0,113.0,119.0,32.0,49.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2013,137.0,38.0,22.0,8.0,40.0,57.0,11.0,49.0,39.0,19.0,61.0,11.0,44.0,155.0,106.0,32.0,60.0,21.0,31.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2013,235.0,27.0,21.0,13.0,109.0,8.0,23.0,47.0,114.0,69.0,55.0,35.0,28.0,168.0,44.0,32.0,102.0,38.0,62.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2013,138.0,27.0,38.0,14.0,83.0,10.0,17.0,42.0,54.0,38.0,78.0,13.0,34.0,137.0,34.0,96.0,131.0,24.0,52.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2013,166.0,54.0,31.0,30.0,55.0,18.0,33.0,86.0,34.0,45.0,56.0,34.0,61.0,144.0,25.0,29.0,73.0,73.0,67.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2013,122.0,54.0,50.0,43.0,39.0,1.0,34.0,54.0,108.0,37.0,32.0,17.0,30.0,119.0,58.0,47.0,55.0,15.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2013,149.0,80.0,34.0,8.0,139.0,9.0,30.0,54.0,79.0,16.0,64.0,48.0,54.0,126.0,33.0,61.0,99.0,33.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2013,124.0,115.0,40.0,4.0,85.0,70.0,24.0,45.0,47.0,9.0,20.0,28.0,44.0,239.0,50.0,71.0,88.0,46.0,36.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2013,,44.0,46.0,5.0,52.0,64.0,40.0,46.0,48.0,11.0,37.0,19.0,49.0,133.0,13.0,38.0,59.0,38.0,24.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2013,195.0,67.0,55.0,8.0,59.0,10.0,31.0,48.0,96.0,8.0,30.0,39.0,40.0,140.0,93.0,51.0,31.0,17.0,23.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,130.0,58.0,12.0,6.0,37.0,1.0,20.0,24.0,57.0,7.0,28.0,9.0,27.0,129.0,73.0,27.0,50.0,39.0,26.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2013,126.0,47.0,35.0,28.0,75.0,12.0,31.0,21.0,39.0,10.0,24.0,28.0,53.0,97.0,35.0,75.0,27.0,21.0,32.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2013,154.0,105.0,5.0,7.0,42.0,37.0,8.0,40.0,59.0,24.0,50.0,22.0,35.0,121.0,40.0,20.0,15.0,34.0,46.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2013,149.0,106.0,37.0,12.0,67.0,78.0,32.0,27.0,65.0,15.0,10.0,8.0,62.0,66.0,52.0,96.0,46.0,21.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2013,106.0,35.0,22.0,70.0,15.0,13.0,17.0,10.0,9.0,4.0,38.0,19.0,32.0,56.0,26.0,44.0,12.0,16.0,25.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2013,151.0,30.0,28.0,14.0,54.0,19.0,11.0,30.0,25.0,26.0,11.0,12.0,29.0,42.0,3.0,74.0,8.0,5.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2013,100.0,11.0,22.0,1.0,81.0,1.0,6.0,8.0,61.0,10.0,10.0,13.0,25.0,34.0,10.0,14.0,32.0,11.0,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2013,91.0,36.0,11.0,8.0,17.0,2.0,1.0,30.0,15.0,14.0,12.0,21.0,25.0,30.0,12.0,24.0,13.0,10.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2013,46.0,84.0,8.0,5.0,7.0,35.0,3.0,10.0,4.0,7.0,3.0,34.0,7.0,62.0,10.0,9.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2013,38.0,10.0,16.0,3.0,20.0,0.0,5.0,1.0,5.0,5.0,1.0,5.0,7.0,9.0,11.0,0.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2013,13.0,0.0,0.0,2.0,3.0,41.0,0.0,0.0,10.0,9.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2013,22.0,0.0,3.0,0.0,2.0,16.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,6.0,5.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2013,33.0,1.0,9.0,3.0,6.0,3.0,0.0,6.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,2.0,7.0,11.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2013,9.0,1.0,0.0,0.0,8.0,11.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2013,14.0,1.0,1.0,1.0,13.0,0.0,0.0,20.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2013,48.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2013,7.0,3.0,5.0,1.0,3.0,2.0,11.0,8.0,2.0,2.0,8.0,1.0,1.0,6.0,3.0,4.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2013,,2.0,9.0,8.0,9.0,1.0,1.0,18.0,1.0,2.0,2.0,0.0,2.0,9.0,0.0,11.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2013,6.0,22.0,0.0,0.0,4.0,9.0,12.0,13.0,12.0,1.0,31.0,0.0,0.0,20.0,17.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2013,21.0,15.0,1.0,1.0,17.0,9.0,3.0,8.0,2.0,11.0,6.0,1.0,5.0,18.0,14.0,15.0,1.0,3.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2013,30.0,26.0,10.0,7.0,31.0,19.0,25.0,26.0,20.0,20.0,46.0,0.0,4.0,15.0,11.0,20.0,5.0,23.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2013,21.0,9.0,1.0,11.0,13.0,28.0,8.0,10.0,33.0,35.0,18.0,6.0,1.0,12.0,46.0,30.0,1.0,0.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2013,79.0,18.0,8.0,4.0,16.0,15.0,14.0,82.0,19.0,66.0,39.0,0.0,5.0,38.0,38.0,8.0,4.0,5.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2013,64.0,5.0,14.0,11.0,71.0,22.0,48.0,40.0,32.0,49.0,38.0,2.0,2.0,25.0,19.0,7.0,2.0,22.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2013,55.0,24.0,8.0,8.0,37.0,2.0,13.0,21.0,32.0,20.0,26.0,1.0,4.0,43.0,15.0,12.0,0.0,2.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2013,18.0,14.0,3.0,19.0,80.0,10.0,32.0,53.0,39.0,18.0,39.0,1.0,10.0,52.0,8.0,46.0,0.0,20.0,28.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2013,101.0,20.0,14.0,10.0,44.0,20.0,7.0,39.0,26.0,64.0,22.0,3.0,14.0,35.0,63.0,14.0,4.0,15.0,25.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2013,63.0,30.0,30.0,11.0,81.0,16.0,38.0,40.0,37.0,21.0,12.0,11.0,6.0,29.0,5.0,18.0,0.0,44.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2013,59.0,44.0,35.0,23.0,84.0,59.0,37.0,42.0,19.0,82.0,4.0,2.0,22.0,54.0,17.0,19.0,1.0,19.0,39.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2013,6.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2013,26.0,27.0,1.0,1.0,49.0,0.0,37.0,43.0,29.0,18.0,18.0,2.0,13.0,30.0,21.0,26.0,0.0,20.0,23.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2014,150.0,49.0,4.0,4.0,205.0,48.0,47.0,81.0,112.0,22.0,27.0,10.0,21.0,80.0,93.0,3.0,0.0,28.0,63.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2014,80.0,50.0,41.0,4.0,73.0,69.0,61.0,59.0,54.0,84.0,19.0,7.0,18.0,140.0,18.0,9.0,2.0,31.0,32.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2014,82.0,19.0,72.0,13.0,40.0,12.0,44.0,14.0,34.0,40.0,4.0,10.0,14.0,43.0,25.0,3.0,0.0,21.0,36.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2014,58.0,24.0,41.0,24.0,76.0,67.0,24.0,34.0,40.0,27.0,17.0,21.0,10.0,108.0,46.0,83.0,66.0,22.0,43.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
